Year,Region,Property Type,Average Price,Price Index,Number of Sales,Median Price,Affordability Index
2010,Windsor,Non-Detached,552893,156.96184059233067,144,466331.7,125.6106693865041
2010,Windsor,Semi-Detached,638879,159.20419312718388,500,546743.1,72.30816326406183
2010,Windsor,Detached,682284,168.00555694634124,914,579675.6,147.85709284207172
2010,Markham,Condominium,516412,176.7023703558727,939,506527.8,117.5439081200236
2010,Markham,Non-Detached,1422160,158.12728726358586,199,1329382.0,119.25315900777659
2010,Markham,Semi-Detached,872700,165.9668412069413,167,749337.0,114.39901992296375
2010,Markham,Detached,315616,161.8808564591357,813,272268.4,80.15748166745493
2010,Kitchener,Condominium,274253,128.79910043632805,202,213802.7,124.91698371527247
2010,Kitchener,Non-Detached,346984,113.54740642224502,829,342268.60000000003,85.40466620838102
2010,Kitchener,Semi-Detached,451009,157.43252488495787,862,371649.10000000003,82.09972413734975
2010,Kitchener,Detached,506130,189.6546595851063,284,407257.0,93.58649252656268
2010,Vaughan,Condominium,573758,180.61939890460857,777,550905.2,60.02268873123011
2010,Vaughan,Non-Detached,410536,135.2311661200533,744,348133.4,134.11401297855997
2010,Vaughan,Semi-Detached,263003,161.55595642838443,713,256641.7,136.49332956024926
2010,Vaughan,Detached,1333493,156.91007386145932,597,1232870.7,56.91669954551381
2010,Guelph,Condominium,900713,137.32907507832547,864,802331.7000000001,55.05881150542372
2010,Guelph,Non-Detached,1324099,197.55215050028858,444,1223808.1,85.99780644783638
2010,Guelph,Semi-Detached,243349,174.99992487701005,852,211928.1,98.95489368910937
2010,Guelph,Detached,706501,119.99965248964,86,633244.9,72.39246880603801
2010,Barrie,Condominium,787701,194.41197509175635,496,691834.9,109.6655406295053
2010,Barrie,Non-Detached,815792,150.00262977293013,397,766300.8,119.90980747185111
2010,Barrie,Semi-Detached,1097200,193.42139979247938,921,995332.0,103.56328030249583
2010,Barrie,Detached,484446,175.08442456284314,339,440546.4,89.82210622160919
2010,Sudbury,Condominium,1382210,118.61930058803361,958,1272698.0,95.21090350334256
2010,Sudbury,Non-Detached,293807,122.74146279733233,473,279909.3,55.64183327139662
2010,Sudbury,Semi-Detached,392145,131.17958819941026,324,325501.5,111.765791609588
2010,Sudbury,Detached,278633,102.46787283913312,455,245658.7,97.859632561875
2010,Kingston,Condominium,678748,189.6671293040342,667,624291.2000000001,71.68969843984739
2010,Kingston,Non-Detached,921936,126.33223767371507,656,787446.4,125.83786538361414
2010,Kingston,Semi-Detached,1028611,190.44249756892316,909,903490.9,133.10484552361905
2010,Kingston,Detached,524695,100.00553568650086,634,477976.5,92.5451537952176
2010,Thunder Bay,Condominium,559738,118.56359443059522,934,514107.2,118.74882763878153
2010,Thunder Bay,Non-Detached,954396,178.87394275320366,850,898470.4,138.02976031150047
2010,Thunder Bay,Semi-Detached,1127004,121.3311977367482,374,1010917.6,52.566271805453155
2010,Thunder Bay,Detached,829389,164.6264437314685,186,740689.1,68.64582194893384
2010,Waterloo,Condominium,569668,174.70794701392342,991,525447.2,77.6893750817091
2010,Waterloo,Non-Detached,647470,171.68596811925937,869,598998.0,106.5421311858509
2010,Waterloo,Semi-Detached,948917,120.48657621804458,720,886382.3,62.4833057490086
2010,Waterloo,Detached,209724,103.04529649416003,991,166230.6,59.259616511851355
2010,Richmond Hill,Condominium,910122,108.34224354420185,144,787600.8,108.44760689557688
2010,Richmond Hill,Non-Detached,295868,120.91570294808412,995,278851.2,117.7263305338427
2010,Richmond Hill,Semi-Detached,414797,101.64296295914743,600,389756.3,78.17301057539491
2010,Richmond Hill,Detached,1000729,148.5627595934623,824,874417.1,137.65052453165907
2010,Oakville,Condominium,1352473,121.84028548119228,450,1219505.7,137.88697417774708
2010,Oakville,Non-Detached,546775,194.13777047064985,662,504541.5,113.04479368667911
2010,Oakville,Semi-Detached,1336158,149.814022550747,838,1176447.2,69.43422229429832
2010,Oakville,Detached,428763,197.42586638572328,421,372547.7,128.04266511040134
2010,Burlington,Condominium,925846,147.8370307039988,667,868238.4,113.94725163987236
2010,Burlington,Non-Detached,979640,142.8223832116408,198,871596.0,101.1318982546456
2010,Burlington,Semi-Detached,1041514,198.06996740240191,854,925574.6,106.92107600936255
2010,Burlington,Detached,1482285,190.6555499221179,909,1363459.5,83.31451520286419
2010,Pickering,Condominium,400596,130.18308759275166,494,329591.4,63.2487634757983
2010,Pickering,Non-Detached,1078412,195.28706723868424,892,980188.8,103.3465681750929
2010,Pickering,Semi-Detached,404004,107.95220825867557,419,370051.60000000003,117.20478073539144
2010,Pickering,Detached,1273850,143.21480499248167,887,1149716.0,136.05511738287936
2010,Ajax,Condominium,1403484,113.14827992911276,786,1240007.6,80.15986344809426
2010,Ajax,Non-Detached,279285,145.61405668004795,697,234730.5,135.263492378234
2010,Ajax,Semi-Detached,389575,182.68703682806415,525,308405.5,58.637698037064126
2010,Ajax,Detached,1144455,120.65946070752695,306,991918.5,118.13591290967356
2010,Whitby,Condominium,821470,137.38131379325614,569,749888.0,77.2821902424467
2010,Whitby,Non-Detached,1262280,113.34652095813622,50,1159116.0,142.51634258375486
2010,Whitby,Semi-Detached,612147,107.69564469866327,393,581924.3,80.68100995451961
2010,Whitby,Detached,271712,195.9433340833425,915,231832.80000000002,53.53624357554909
2010,Oshawa,Condominium,1173490,155.64294271917407,182,1066998.0,64.38293656810559
2010,Oshawa,Non-Detached,410321,127.7596097731766,454,324325.9,89.26756765470944
2010,Oshawa,Semi-Detached,1068004,118.71308917508448,566,928084.6,104.38059500773264
2010,Oshawa,Detached,1082519,108.2971747656196,635,993093.1,137.71309658812385
2010,Cambridge,Condominium,1049270,190.40443929009575,769,959209.0,119.96220542505168
2010,Cambridge,Non-Detached,559398,171.62441742180187,623,512270.2,123.13973399998267
2010,Cambridge,Semi-Detached,203466,179.63914745173315,377,203357.4,95.8138827260043
2010,Cambridge,Detached,903733,195.37213806638317,219,802437.7000000001,59.74686887254899
2010,Niagara Falls,Condominium,614290,157.57511620448724,883,541430.0,140.88437184127383
2010,Niagara Falls,Non-Detached,604316,108.50010675148253,269,591410.4,113.36078897001912
2010,Niagara Falls,Semi-Detached,538141,106.27129520233457,224,525043.9,75.86840668894077
2010,Niagara Falls,Detached,416800,103.33046265466962,116,412616.0,85.53688484719297
2011,Toronto,Condominium,1323466,139.17743192339577,205,1231927.4000000001,134.535768182024
2011,Toronto,Non-Detached,808704,192.9291417302714,340,747416.6,144.53015334790797
2011,Toronto,Semi-Detached,1190885,145.41623969075516,906,1086890.5,73.27441292790569
2011,Toronto,Detached,1088604,183.9512966819663,884,979499.6,101.30748631715454
2011,Ottawa,Condominium,1071803,154.45908773835077,379,914722.7000000001,108.01517162709771
2011,Ottawa,Non-Detached,599253,113.10552312152578,643,514140.70000000007,148.16396804040687
2011,Ottawa,Semi-Detached,296648,197.42562128180504,71,239940.2,90.90540953730616
2011,Ottawa,Detached,586030,180.7022835987101,945,516735.0,128.32344383138133
2011,Hamilton,Condominium,778486,124.14186200765741,634,747092.4,74.60631849909645
2011,Hamilton,Non-Detached,720891,151.73085172022888,188,600138.9,92.78343788314723
2011,Hamilton,Semi-Detached,1461955,170.6574706272979,900,1266980.5,86.05455604858923
2011,Hamilton,Detached,387409,136.31612578404463,400,373060.10000000003,123.8682659213446
2011,London,Condominium,1371002,181.49664793702473,714,1250110.8,146.89717046703518
2011,London,Non-Detached,900878,189.70701046031434,999,790209.2000000001,74.15456864939632
2011,London,Semi-Detached,1214772,110.59061548822322,387,1097723.8,73.34202554680962
2011,London,Detached,1277536,191.67270193301817,649,1127042.4000000001,113.11255415710575
2011,Mississauga,Condominium,210738,137.90568960774286,672,178128.2,118.01155376270953
2011,Mississauga,Non-Detached,735113,117.1853099047643,825,647060.7000000001,80.44684073773195
2011,Mississauga,Semi-Detached,668528,150.23894574892614,229,595244.2000000001,113.39976977446608
2011,Mississauga,Detached,637681,151.9642829449547,565,532178.9,52.46199570564557
2011,Brampton,Condominium,1025207,113.18520381629526,92,911072.3,120.90721135651303
2011,Brampton,Non-Detached,337520,115.23547056877305,827,261194.0,63.1289328473256
2011,Brampton,Semi-Detached,689193,110.00320492894056,935,570885.7000000001,57.243444746579726
2011,Brampton,Detached,1306537,154.68849016694222,666,1169116.3,109.22304187618369
2011,Windsor,Condominium,1388768,121.55288115645448,972,1265526.2,147.575168513993
2011,Windsor,Non-Detached,456344,145.5444149450027,784,425889.60000000003,74.84134650829711
2011,Windsor,Semi-Detached,230105,170.860883824811,284,236577.5,139.48631921780887
2011,Windsor,Detached,867282,175.05950229289874,773,790246.8,142.41587666207636
2011,Markham,Condominium,259530,116.85764048150949,781,230524.0,82.99356508712135
2011,Markham,Non-Detached,514259,110.46278887424741,292,450567.10000000003,124.00975256176825
2011,Markham,Semi-Detached,540073,189.28622469672834,702,521175.7,117.62424822774629
2011,Markham,Detached,1154245,154.36780538280954,316,1032858.5,53.02352580059826
2011,Kitchener,Condominium,507531,146.02197063913871,432,491115.9,105.8065100924011
2011,Kitchener,Non-Detached,797324,150.2709540769028,677,758671.6,92.55076374308092
2011,Kitchener,Semi-Detached,890411,100.85115900566275,641,762695.9,119.08937254227938
2011,Kitchener,Detached,1468300,157.71402440203417,836,1318919.0,117.19571405958223
2011,Vaughan,Condominium,760732,138.8867430409068,263,679208.8,95.4859879615845
2011,Vaughan,Non-Detached,1230287,101.68716733700397,87,1155109.3,131.36786497018636
2011,Vaughan,Semi-Detached,378528,164.85983083692554,338,323505.2,141.9531435498915
2011,Vaughan,Detached,806016,199.11416509743958,200,694235.4,96.10068293493948
2011,Guelph,Condominium,904639,141.03015626901256,398,808960.1,111.88261682413764
2011,Guelph,Non-Detached,890150,140.44249428851913,642,839612.0,112.16928996348437
2011,Guelph,Semi-Detached,789564,154.13807937571357,373,672015.6,132.98973686033432
2011,Guelph,Detached,306068,104.2976408599189,817,324589.2,60.64294068125784
2011,Barrie,Condominium,550768,138.91346771011857,571,491239.2,140.63542273675475
2011,Barrie,Non-Detached,323622,188.63046660865598,950,268795.8,140.78755943543263
2011,Barrie,Semi-Detached,518782,114.5870154061299,416,490638.8,112.55279710627107
2011,Barrie,Detached,947678,191.0993987675002,205,818829.2000000001,93.4155576377692
2011,Sudbury,Condominium,345931,106.10785370667874,848,329011.9,93.47606442724343
2011,Sudbury,Non-Detached,423057,167.25823112965213,927,343663.3,82.05653279867937
2011,Sudbury,Semi-Detached,929525,136.21890589393894,837,830868.5,50.5189627256445
2011,Sudbury,Detached,229893,117.46583853950058,435,255972.7,118.03486660150016
2011,Kingston,Condominium,1142032,192.5702151710163,986,1046074.8,90.32180330455301
2011,Kingston,Non-Detached,1271635,123.8413280924058,924,1179025.5,86.79275805370413
2011,Kingston,Semi-Detached,1418876,133.74773817642398,655,1256341.4000000001,63.3439431745604
2011,Kingston,Detached,733713,165.7019774194,109,620035.7000000001,115.91764718500282
2011,Thunder Bay,Condominium,1420190,103.75650525039283,432,1325723.0,122.14066679599524
2011,Thunder Bay,Non-Detached,913212,181.30538632474605,250,806066.8,138.97936564455404
2011,Thunder Bay,Semi-Detached,1079039,169.82484778182908,395,968455.1,126.52705837982595
2011,Thunder Bay,Detached,1077669,124.19017042014849,930,1002956.1,127.30835540548716
2011,Waterloo,Condominium,1251539,143.32787328758872,415,1117228.1,108.34041877813243
2011,Waterloo,Non-Detached,1406391,194.07816592466114,249,1261046.9000000001,109.62111203627752
2011,Waterloo,Semi-Detached,1056420,139.9801692224526,455,971944.0,64.78086766972724
2011,Waterloo,Detached,620101,165.6761958440837,662,594555.9,59.72579947876406
2011,Richmond Hill,Condominium,1137636,161.91827996155763,88,1018579.4,59.656287855673874
2011,Richmond Hill,Non-Detached,500751,185.95808364196216,315,440743.9,97.31900477098972
2011,Richmond Hill,Semi-Detached,1323934,145.70587613313674,949,1161585.6,92.37063534554727
2011,Richmond Hill,Detached,1021732,103.96504559912947,737,899864.8,90.37927406673344
2011,Oakville,Condominium,1387706,167.1383478670153,663,1219376.4000000001,121.37668684100163
2011,Oakville,Non-Detached,314871,138.13971534308877,161,305160.9,57.00421901446446
2011,Oakville,Semi-Detached,806064,191.39912177132157,587,746464.6,103.69230010823904
2011,Oakville,Detached,739225,183.3315807618466,600,652217.5,78.11529660302622
2011,Burlington,Condominium,457754,102.99503249047494,480,369780.60000000003,60.97844580625007
2011,Burlington,Non-Detached,1368761,170.32174964672157,896,1191519.9000000001,145.9142251977975
2011,Burlington,Semi-Detached,1363126,168.2118958735221,408,1243110.4000000001,50.12075717368487
2011,Burlington,Detached,1089527,140.42436179392587,501,1008264.3,149.20738428128283
2011,Pickering,Condominium,1251131,101.91228974486897,886,1136550.9000000001,134.27768626848422
2011,Pickering,Non-Detached,926201,163.34148214970813,957,856878.9,58.53109231187034
2011,Pickering,Semi-Detached,1080643,100.86899183691595,847,999323.7000000001,101.37597327351932
2011,Pickering,Detached,207228,185.62761796227818,753,235508.2,105.9682405823448
2011,Ajax,Condominium,277493,188.4951892915439,903,277271.7,83.21908876269768
2011,Ajax,Non-Detached,355602,143.29842062811807,423,330282.8,57.04108311346143
2011,Ajax,Semi-Detached,393642,138.83196035564825,334,398287.8,85.0207260964001
2011,Ajax,Detached,237708,187.8372495379994,409,222139.2,141.80919510072653
2011,Whitby,Condominium,591041,136.45446259967866,307,558240.9,87.63891551943513
2011,Whitby,Non-Detached,911852,155.10791485078968,378,837332.8,118.17399450693613
2011,Whitby,Semi-Detached,1450719,111.73802941705571,791,1320446.1,54.68063547121888
2011,Whitby,Detached,321615,174.68363717485988,446,332298.5,107.90112064247336
2011,Oshawa,Condominium,963497,108.13695988533053,71,884414.3,110.85933071850982
2011,Oshawa,Non-Detached,1290689,150.76355472407647,413,1116182.1,91.52799467058384
2011,Oshawa,Semi-Detached,547542,152.07614372418607,590,511722.8,137.73987891741194
2011,Oshawa,Detached,907386,100.13833499989991,319,772681.4,81.82335091770624
2011,Cambridge,Condominium,729991,145.8503167066445,285,696324.9,83.61022663998874
2011,Cambridge,Non-Detached,1357117,194.50267769403914,639,1212875.3,87.67412669609868
2011,Cambridge,Semi-Detached,805906,179.18795696309013,755,767524.4,74.48894794200994
2011,Cambridge,Detached,838521,177.30349761698233,524,744523.9,98.28916225812901
2011,Niagara Falls,Condominium,952294,149.39578339872236,286,836398.6,134.42349615530242
2011,Niagara Falls,Non-Detached,829414,130.08239257548368,852,737805.6,122.68779657960962
2011,Niagara Falls,Semi-Detached,772716,178.20893772259257,811,693419.4,53.656098562972986
2011,Niagara Falls,Detached,988784,110.76177051495819,374,914930.6,74.6556939811156
2012,Toronto,Condominium,1237918,193.53018858844462,664,1164089.2,111.09865079265923
2012,Toronto,Non-Detached,1212162,139.17969385646657,697,1080548.8,75.03982128535728
2012,Toronto,Semi-Detached,818897,163.9705106075127,583,717309.3,87.74065725888873
2012,Toronto,Detached,1415216,159.60649900811572,707,1303697.4000000001,95.55785607690828
2012,Ottawa,Condominium,610397,189.75427646494055,514,511265.30000000005,116.82339729492772
2012,Ottawa,Non-Detached,654688,187.43999170748424,424,590152.2000000001,71.2434361294041
2012,Ottawa,Semi-Detached,1033102,136.76261733862233,657,971959.8,117.80594102120125
2012,Ottawa,Detached,886748,100.05459648969956,236,803240.2000000001,56.35537748361584
2012,Hamilton,Condominium,1254172,134.83567530840185,621,1079758.8,121.43757403112454
2012,Hamilton,Non-Detached,1244555,172.72499063287813,50,1127655.5,135.4460028093027
2012,Hamilton,Semi-Detached,1023399,191.4863087833383,544,943711.1,79.28885650270146
2012,Hamilton,Detached,1096997,103.22732882060797,667,972661.3,132.47977056146468
2012,London,Condominium,839141,181.73391114616214,544,729069.9,138.22836719191073
2012,London,Non-Detached,450121,142.18192202859447,226,412437.9,85.72074241121109
2012,London,Semi-Detached,1297340,173.72785797141677,149,1146636.0,119.41578513691256
2012,London,Detached,517042,103.40707653049807,478,431756.8,134.48535836005072
2012,Mississauga,Condominium,970108,112.76886415406709,885,882262.2000000001,73.93370041497447
2012,Mississauga,Non-Detached,250209,128.28368521760828,936,274927.1,110.0212868131294
2012,Mississauga,Semi-Detached,819175,114.78013340653904,591,779658.5,137.35568272907716
2012,Mississauga,Detached,1028986,176.0743565104612,322,882679.4,120.88975573529942
2012,Brampton,Condominium,619853,180.95933818559539,308,542493.7000000001,129.6396765359323
2012,Brampton,Non-Detached,1465402,135.73468796779545,601,1366610.8,123.17441854328928
2012,Brampton,Semi-Detached,234074,118.9753616526078,291,210778.6,87.59942708848374
2012,Brampton,Detached,973994,168.45527391473237,334,866065.6,86.28879967430342
2012,Windsor,Condominium,553589,132.5296807649502,577,471544.10000000003,67.21957074192855
2012,Windsor,Non-Detached,694524,149.81795657629434,692,651644.6,112.77347561952844
2012,Windsor,Semi-Detached,460984,131.14860684923212,585,438241.60000000003,119.72742926194663
2012,Windsor,Detached,324610,126.46195296897231,131,327057.0,69.49010038267556
2012,Markham,Condominium,289034,112.0120182163476,602,287725.6,122.49940940432136
2012,Markham,Non-Detached,960611,105.68772591453555,650,880324.9,88.64474062880177
2012,Markham,Semi-Detached,628877,157.82103491419366,964,556380.3,107.40318396283186
2012,Markham,Detached,736736,165.7318916617142,934,659524.4,55.11704377916617
2012,Kitchener,Condominium,521508,155.46450586202596,998,442103.2,122.55735341014893
2012,Kitchener,Non-Detached,666144,177.31100525054194,841,569640.6,140.31496468515715
2012,Kitchener,Semi-Detached,475810,172.74807400981555,387,382028.0,132.00224358697517
2012,Kitchener,Detached,914711,115.09348973110416,427,826718.9,131.3880141920636
2012,Vaughan,Condominium,1261858,186.34762184870425,115,1104172.2,74.26373266109081
2012,Vaughan,Non-Detached,664636,139.52332435363368,424,569775.4,83.59775423402553
2012,Vaughan,Semi-Detached,1197313,179.4506459051366,563,1076862.7,81.89173264340958
2012,Vaughan,Detached,1267597,189.1580486974425,461,1160565.3,94.07771926038389
2012,Guelph,Condominium,1336994,148.00608878207555,386,1214846.6,135.3606042296272
2012,Guelph,Non-Detached,1435883,149.56167803712475,261,1249014.7,61.14960572987156
2012,Guelph,Semi-Detached,676642,132.23335380466182,391,565401.8,98.2584241712101
2012,Guelph,Detached,563975,106.91826587923894,293,555653.5,123.4813774630561
2012,Barrie,Condominium,1187201,197.00781027910182,260,1067141.9000000001,149.98085781169652
2012,Barrie,Non-Detached,1231786,107.55665621924999,794,1079462.4000000001,129.04622896840078
2012,Barrie,Semi-Detached,578275,113.63570073540612,995,471295.5,109.0857549922902
2012,Barrie,Detached,946938,136.0934472634138,300,854574.2000000001,71.38353468015865
2012,Sudbury,Condominium,1185133,141.5032617838466,72,1079308.7,56.09950067815739
2012,Sudbury,Non-Detached,1050693,150.68629584873133,220,912766.7000000001,59.76763674477241
2012,Sudbury,Semi-Detached,1375825,104.07102624953689,715,1226272.5,108.79671251560832
2012,Sudbury,Detached,228853,159.28802707811576,248,168283.7,97.58261958572228
2012,Kingston,Condominium,1378084,154.57793402968008,548,1260085.6,102.0081416635673
2012,Kingston,Non-Detached,1211243,122.44136119208402,877,1099497.7,103.98133777638715
2012,Kingston,Semi-Detached,590525,128.75445022805616,922,514119.5,52.095006926773046
2012,Kingston,Detached,1062516,199.80254861986478,980,928843.4,99.01102649855181
2012,Thunder Bay,Condominium,1480389,113.39488907029939,323,1358066.1,117.07616559447341
2012,Thunder Bay,Non-Detached,1445521,123.23831543014593,790,1346615.9000000001,85.03251855928997
2012,Thunder Bay,Semi-Detached,1310380,106.80930992421067,466,1167500.0,146.49249408484394
2012,Thunder Bay,Detached,847584,145.02244692295255,221,791770.6,142.11922084190198
2012,Waterloo,Condominium,259500,112.72940254200748,682,226560.0,64.18172757014776
2012,Waterloo,Non-Detached,602773,162.67064759591048,143,572212.7000000001,52.427270462206124
2012,Waterloo,Semi-Detached,1355895,149.26324326786843,810,1228293.5,83.06005296796998
2012,Waterloo,Detached,1442138,126.56325475414472,673,1270023.2,98.37528647017362
2012,Richmond Hill,Condominium,1292729,167.70445393302862,854,1178326.1,70.06376706855684
2012,Richmond Hill,Non-Detached,1385260,179.12274310191123,255,1288945.0,105.80512366572626
2012,Richmond Hill,Semi-Detached,1369042,141.86368635700265,281,1193243.8,105.00545092763139
2012,Richmond Hill,Detached,1091693,108.32909797189993,138,979899.7000000001,146.55166391374735
2012,Oakville,Condominium,697883,164.09073259832502,458,612090.7000000001,144.16677953897565
2012,Oakville,Non-Detached,221427,118.54479699276209,960,193557.30000000002,62.67276712425331
2012,Oakville,Semi-Detached,367246,126.46495980028003,566,367263.4,113.94627744740103
2012,Oakville,Detached,930062,119.2846100016822,253,810826.8,64.09574765236937
2012,Burlington,Condominium,426091,199.79175244355423,815,383787.9,138.37794366695448
2012,Burlington,Non-Detached,938944,192.48398163414325,160,839791.6,65.78838702606024
2012,Burlington,Semi-Detached,1226238,112.02773449794697,813,1105531.2,60.0002676995484
2012,Burlington,Detached,314981,175.8984554752342,937,307110.9,146.70549180772196
2012,Pickering,Condominium,818280,155.2439058991633,651,764259.0,142.92916715697834
2012,Pickering,Non-Detached,1405300,116.35587947677568,774,1220163.0,127.37104057028638
2012,Pickering,Semi-Detached,327014,151.89899203864317,610,324398.60000000003,97.24137891710731
2012,Pickering,Detached,1349617,148.50305333941878,560,1180363.3,70.86833295059046
2012,Ajax,Condominium,672608,164.11329317195276,664,611574.2000000001,55.63721621190191
2012,Ajax,Non-Detached,742871,103.51600597161942,132,656573.9,131.6364305519856
2012,Ajax,Semi-Detached,1256923,166.85771566807858,315,1159169.7,70.10960178884254
2012,Ajax,Detached,1008000,199.79940009356585,555,954669.0,110.33229922907447
2012,Whitby,Condominium,591636,136.84909610688152,759,564070.4,145.612315955996
2012,Whitby,Non-Detached,1136592,163.83901057769486,146,1002759.8,73.67900366228724
2012,Whitby,Semi-Detached,816284,132.96511575814125,152,694475.6,60.81655244763377
2012,Whitby,Detached,1183947,178.69541438014664,867,1061191.3,82.69027255657782
2012,Oshawa,Condominium,428410,116.62895700085888,906,371129.0,84.9897680503879
2012,Oshawa,Non-Detached,640301,102.4577024306966,968,527986.9,73.057128969382
2012,Oshawa,Semi-Detached,862893,133.28309863824813,601,735130.7000000001,128.86609607677923
2012,Oshawa,Detached,823254,188.7363062083653,965,731694.6,56.03353437113188
2012,Cambridge,Condominium,1243851,115.59779280344566,588,1080576.9000000001,139.27071642489815
2012,Cambridge,Non-Detached,469896,103.37715671814706,917,412444.4,126.58324795628452
2012,Cambridge,Semi-Detached,701047,179.86892488839027,330,612173.3,79.9153644543816
2012,Cambridge,Detached,1147163,115.22831058969504,105,1054131.7000000002,123.95077719081478
2012,Niagara Falls,Condominium,477553,193.2079638462875,637,398090.7,109.51974238799937
2012,Niagara Falls,Non-Detached,925144,113.55484331085064,196,827748.6,129.7253926580143
2012,Niagara Falls,Semi-Detached,813669,142.3054440166121,547,758440.1,86.74753222519273
2012,Niagara Falls,Detached,454264,164.95342241752968,192,433877.60000000003,136.6860913659375
2013,Toronto,Condominium,1199797,167.46828176934338,812,1031890.3,130.23557541483905
2013,Toronto,Non-Detached,460146,137.98939037860174,197,394534.4,116.8218229542771
2013,Toronto,Semi-Detached,610548,177.73778589029794,506,593747.2000000001,80.13089247683283
2013,Toronto,Detached,235025,194.21847190180478,679,211879.5,136.03106783434197
2013,Ottawa,Condominium,920391,129.86136626026718,160,869142.9,118.47991557063537
2013,Ottawa,Non-Detached,1151530,109.8610368722811,627,1036123.0,53.157459807709614
2013,Ottawa,Semi-Detached,754073,180.75638041598734,234,643585.7000000001,112.71607114618583
2013,Ottawa,Detached,250138,106.08922255770824,189,185724.2,139.8110969165408
2013,Hamilton,Condominium,1369361,198.29991349165323,866,1269026.9000000001,149.26669934642663
2013,Hamilton,Non-Detached,1163274,193.82561369639623,345,1088604.6,94.65467390224825
2013,Hamilton,Semi-Detached,232843,187.66484079235167,550,163648.7,60.473610668129325
2013,Hamilton,Detached,1132672,170.1440751587263,310,1049791.8,53.558180231002794
2013,London,Condominium,264327,108.57946005198352,200,207922.30000000002,77.81165127648617
2013,London,Non-Detached,1279001,160.95367159786093,787,1152644.9000000001,83.78408669390376
2013,London,Semi-Detached,329540,156.92869199842943,253,277983.0,147.1763076113951
2013,London,Detached,523196,105.74706329995077,785,508885.4,89.56336676257261
2013,Mississauga,Condominium,1014871,159.8315969364687,875,919900.9,91.75392009968566
2013,Mississauga,Non-Detached,629688,119.40580886467822,683,541711.2000000001,100.00214023411999
2013,Mississauga,Semi-Detached,1412929,193.04283847033304,430,1245359.1,81.50221007958737
2013,Mississauga,Detached,830596,142.9996780470713,729,795946.4,127.01281241915822
2013,Brampton,Condominium,854806,126.09110533162095,236,746985.4,112.0053580355401
2013,Brampton,Non-Detached,598262,130.06511586967667,840,536338.8,104.88463284661674
2013,Brampton,Semi-Detached,980258,122.7156591975137,940,926267.2000000001,106.4627209992538
2013,Brampton,Detached,543407,120.50114135425223,482,502226.3,83.12688802927264
2013,Windsor,Condominium,259202,139.4160873791629,214,238053.80000000002,136.64586694893916
2013,Windsor,Non-Detached,1018411,166.05361771445402,137,901095.9,142.1059594305109
2013,Windsor,Semi-Detached,1056658,143.5353466325157,540,963410.2000000001,117.75083559940103
2013,Windsor,Detached,1293402,162.11403254603832,604,1175291.8,138.43603632419502
2013,Markham,Condominium,683455,104.26159330596808,112,662207.5,114.31987762169744
2013,Markham,Non-Detached,676379,116.74358194595392,914,636296.1,138.3077597319135
2013,Markham,Semi-Detached,1344667,179.27183641101988,787,1164101.3,103.23256225494286
2013,Markham,Detached,1345203,103.71296038914478,219,1253092.7,84.21038752037887
2013,Kitchener,Condominium,1185832,120.54991265098356,172,1094601.8,56.51214685488184
